ft_theta_pli_mean,ft_theta_pli_std,ft_theta_pli_min,ft_theta_clustering_coefficient,ft_theta_path_length,ft_theta_global_efficiency,ft_theta_modularity,delta_pli_mean,delta_pli_std,delta_clustering_coefficient,delta_path_length,delta_global_efficiency,delta_modularity,theta_pli_mean,theta_pli_std,theta_clustering_coefficient,theta_path_length,theta_global_efficiency,theta_modularity,alpha_pli_mean,alpha_pli_std,alpha_clustering_coefficient,alpha_path_length,alpha_global_efficiency,alpha_modularity,beta_pli_mean,beta_pli_std,beta_clustering_coefficient,beta_path_length,beta_global_efficiency,beta_modularity,gamma_pli_mean,gamma_pli_std,gamma_clustering_coefficient,gamma_path_length,gamma_global_efficiency,gamma_modularity,whole_brain_pli_mean,whole_brain_pli_max,whole_brain_clustering_coefficient,whole_brain_path_length,whole_brain_global_efficiency,whole_brain_modularity,delta_power_mean,theta_power_std,beta_power_mean
0.067155087027487,0.0288229211562339,0.0243807167735425,0.1875,1.6,0.3869047619047619,0.1224489795918366,0.0437595404480734,0.0327768238238229,0.3836940836940837,1.9789473684210528,0.5868421052631584,0.2129923042100497,0.0593619314064269,0.039717761090793,0.3914249639249639,1.9707602339181287,0.5381578947368427,0.2098234495246718,0.110999847524152,0.0761358398206868,0.4669472194472194,1.65,0.4350877192982456,0.1251697600724309,0.0331168975790604,0.0261303345207155,0.3097619047619048,1.8954248366013071,0.4995614035087719,0.1672702580353101,0.0178038680895461,0.0137952198603825,0.2753174603174603,1.912280701754386,0.5456140350877199,0.2197827071072884,0.0278753261526917,0.134077666742619,0.3294083694083694,2.1052631578947367,0.5255263157894741,0.2288365776369398,2.468700377438286e-12,1.723757356606988e-12,3.245083267393993e-13
0.0371197924174715,0.0219311561966849,0.0021158165424302,0.0,2.821428571428572,0.5035714285714284,0.3775510204081632,0.0519743909103836,0.0373806339409233,0.3967424242424242,1.8758169934640525,0.5030701754385969,0.1976007243096423,0.0357370836681234,0.0250085090221334,0.2365873015873016,1.9947368421052631,0.5850877192982462,0.2600724309642372,0.0777861534797901,0.0510550288974029,0.3809126984126983,1.908496732026144,0.497368421052632,0.2390221819827976,0.0248936523790515,0.0186514930478451,0.2988492063492063,2.0157894736842104,0.5815789473684212,0.24649162516976,0.0210478345859766,0.0230934722617763,0.416484593837535,1.8789473684210527,0.6026315789473685,0.1822091444092349,0.0286308525455757,0.1052374597181081,0.2934126984126983,1.935672514619883,0.5429824561403512,0.2548664554096876,1.3150055796417344e-11,5.209738851359997e-12,3.91014947860199e-13
0.044274042418634,0.0264389876986579,0.0050454086781029,0.0,2.4285714285714284,0.530952380952381,0.3571428571428571,0.0735947808716478,0.0447052340636426,0.2629761904761905,2.0526315789473686,0.5754385964912286,0.2415119963784517,0.0433923991646379,0.0311877322140236,0.2896031746031746,1.9842105263157892,0.5855263157894743,0.2476233589859665,0.0900193421609425,0.0700791292090908,0.2026731601731601,1.9239766081871343,0.5451754385964912,0.1903576278859212,0.0423774925089815,0.0267245641206205,0.2225,2.0,0.5342105263157902,0.202127659574468,0.027676593586763,0.0183545002156654,0.2531349206349206,2.026315789473684,0.577631578947369,0.2398393194706994,0.070913604443386,0.2118746134565932,0.2859018759018759,1.7205882352941178,0.4736842105263157,0.1496152105024897,5.536390097034753e-12,5.238388954368678e-13,2.0158706098121614e-13
0.0540579501225313,0.0469230542378303,0.0004882653559454,0.0,1.6666666666666667,0.3809523809523809,0.1224489795918366,0.0470535327283411,0.0399618074174557,0.2411660561660561,1.936842105263158,0.5942982456140355,0.2315527387958352,0.0578416272770726,0.0428382676081546,0.2711147186147186,1.95906432748538,0.5403508771929828,0.2378904481665912,0.072268583636429,0.0512333663688465,0.2469047619047618,1.91812865497076,0.5456140350877197,0.2392485287460389,0.0620437931193988,0.0410199818935264,0.2953787878787878,1.95906432748538,0.5399122807017549,0.2308736985061114,0.0465901089431367,0.0378757716047048,0.3956746031746032,1.9052631578947368,0.5982456140350881,0.2686736079674061,0.0357704912977407,0.1499625663227108,0.2717063492063492,1.976608187134503,0.5342105263157894,0.2743383742911153,5.2679006722657224e-11,8.709949140755513e-12,5.028591014993772e-13
0.0694906229800927,0.042846181599489,0.0062823475798313,0.3333333333333333,1.8666666666666667,0.3660714285714285,0.2040816326530612,0.0854395844433518,0.0566644501953637,0.2689743589743589,1.8362573099415205,0.5570175438596493,0.2039384336803983,0.0651981586399839,0.0432774077300374,0.3194047619047619,1.934640522875817,0.4951754385964916,0.2012222725215029,0.1579092991421948,0.1154005006849598,0.3665112665112665,1.725,0.4276315789473687,0.091217745586238,0.0436869002688029,0.0344903647626867,0.4332539682539682,1.8070175438596487,0.5614035087719297,0.1844726120416477,0.0200031180454309,0.0150730279095514,0.3476190476190476,1.8235294117647056,0.4614035087719298,0.1853779990946129,0.0596752778401196,0.2071221639920575,0.3276984126984127,1.8366013071895424,0.5074561403508773,0.2197827071072883,5.8449106284709794e-12,5.20363571088279e-13,2.485704095902376e-13
0.0506703185815193,0.035520435690162,0.001920510400052,0.0,1.6,0.3869047619047619,0.0714285714285714,0.0562010556810959,0.039429860927768,0.2965223665223664,1.9894736842105265,0.585087719298246,0.2397012222725215,0.0465250068956773,0.0347607808248868,0.2070851370851371,1.8771929824561404,0.5508771929824563,0.1976007243096423,0.0939905670559654,0.0764720847656392,0.3102869352869353,1.9789473684210528,0.5872807017543861,0.1684019918515165,0.0604779175568229,0.0422582155908984,0.3529509379509379,1.8954248366013071,0.5004385964912286,0.2111815301041195,0.0452918370598544,0.028373995951943,0.3220146520146519,1.9578947368421051,0.5899122807017548,0.2265731100045269,0.0610119256671675,0.1786074672048435,0.1858333333333333,1.894736842105263,0.5491228070175438,0.1944318696242643,3.969937750856004e-10,4.0336308197341514e-10,8.268158605441979e-12
0.0874494877863909,0.0450548631611625,0.0110998990918264,0.0,1.9047619047619049,0.4702380952380952,0.2244897959183673,0.0583235537494496,0.0413960810904311,0.1927380952380952,2.0233918128654973,0.5330701754385965,0.2202354006337709,0.080388350845213,0.0468532956391887,0.2077777777777777,1.9477124183006536,0.4934210526315791,0.1539157990040742,0.1131245727678135,0.0839562119121293,0.3901068376068376,1.7426470588235294,0.4710526315789475,0.1337709370755998,0.0350425476144382,0.0267460811617764,0.2937445887445887,2.0,0.4887719298245616,0.1917157084653689,0.0173764217516219,0.0134162755497521,0.3337698412698412,2.0157894736842104,0.5824561403508778,0.2424173834314169,0.0575676847142105,0.296572377201263,0.4085989010989011,1.8888888888888888,0.5008771929824559,0.1509732910819375,3.092778513811676e-12,5.249663208918739e-13,2.8883324985523653e-13
0.0455842211237543,0.0378059319875928,0.0025064288271866,0.2708333333333333,2.142857142857143,0.4494047619047618,0.3163265306122449,0.0594893943625053,0.0484237880632407,0.3302417027417027,1.9239766081871343,0.5442982456140355,0.2263467632412856,0.0467331621263699,0.0378326353766308,0.3644444444444444,2.0701754385964914,0.5273684210526319,0.1840199185151652,0.1197935922453182,0.0916185269857338,0.38502886002886,1.75,0.4706140350877195,0.1677229515617926,0.0622123731580831,0.0505898918681257,0.443066378066378,1.6833333333333331,0.4315789473684211,0.1292440018107741,0.0361112491198374,0.0276944414827293,0.4493686868686868,1.8830409356725144,0.5499999999999999,0.1770031688546853,0.0487974109943652,0.2027603268122782,0.3268253968253968,1.9649122807017545,0.5390350877192983,0.2138976912630149,3.7754857836609684e-12,4.640974383288946e-13,1.6608736626044586e-13
0.0565097397313145,0.0286867420928234,0.0018554083525926,0.3125,1.6666666666666667,0.3809523809523809,0.2040816326530612,0.0388340565942377,0.0314617304621059,0.3348809523809523,1.9941520467836256,0.5365789473684218,0.2039384336803983,0.0426392712682392,0.0317715277557561,0.3796753246753246,1.935672514619883,0.5416666666666675,0.1930529300567107,0.0342039304504547,0.0231994801860937,0.2799603174603174,2.026315789473684,0.5798245614035095,0.2424173834314169,0.0366973388681495,0.0301488259813593,0.3176190476190476,1.7205882352941178,0.4736842105263159,0.1964689904934359,0.0307661997022437,0.0260030356634605,0.3972366522366523,1.9005847953216373,0.5478070175438596,0.1980534178361249,0.0304543951591488,0.154975423977084,0.2313888888888888,1.9239766081871343,0.5438596491228074,0.2188773200543232,8.256063658315592e-12,1.7909609957122645e-12,2.4349911430875026e-12
0.0375127297753514,0.0245540287048358,0.0008788776407018,0.525,1.5333333333333334,0.3928571428571428,0.1224489795918366,0.0407381201612475,0.0359497703021586,0.4304334554334554,2.0105263157894737,0.58201754385965,0.2573562698053418,0.0345649041714993,0.0238778257885118,0.3992893217893217,2.0233918128654973,0.5315789473684217,0.2211407876867361,0.0760907591070054,0.0434544394975918,0.2765873015873016,1.9411764705882355,0.4956140350877193,0.1948845631507469,0.0414549279680109,0.0260814293315686,0.2490079365079365,2.126315789473684,0.5683333333333338,0.233816206428248,0.0233336017365114,0.0186284999723363,0.3929792429792429,1.9789473684210528,0.5885964912280703,0.2120869171570846,0.0278623057431998,0.1396113407766674,0.3722943722943722,1.906432748538012,0.5464912280701759,0.2430964237211407,2.2259414862348545e-12,3.046826798935548e-13,3.2748652609519815e-13
