delta_pli_std,theta_pli_mean,theta_pli_std,theta_modularity,beta_path_length,alpha_pli_mean,whole_brain_clustering_coefficient,theta_power_std,gamma_pli_std,delta_pli_mean,ft_theta_pli_mean,alpha_pli_std,beta_clustering_coefficient,ft_theta_pli_std,gamma_clustering_coefficient
0.039961807417455746,0.0578416272770726,0.042838267608154665,0.23789044816659122,1.95906432748538,0.07226858363642906,0.2717063492063492,8.709949140755513e-12,0.0378757716047048,0.04705353272834115,0.05405795012253134,0.05123336636884659,0.29537878787878785,0.046923054237830324,0.3956746031746032
0.05666445019536378,0.06519815863998396,0.04327740773003741,0.20122227252150296,1.8070175438596492,0.15790929914219487,0.3276984126984127,5.20363571088279e-13,0.0150730279095514,0.0854395844433518,0.06949062298009272,0.11540050068495988,0.4332539682539682,0.042846181599489046,0.3476190476190476
0.039429860927768075,0.04652500689567739,0.0347607808248868,0.19760072430964234,1.8954248366013071,0.09399056705596547,0.18583333333333332,4.033630819734152e-10,0.02837399595194306,0.05620105568109591,0.05067031858151938,0.07647208476563927,0.35295093795093796,0.035520435690162076,0.32201465201465196
0.04139608109043117,0.08038835084521302,0.046853295639188705,0.15391579900407423,2.0,0.11312457276781356,0.4085989010989011,5.249663208918738e-13,0.013416275549752128,0.058323553749449634,0.0874494877863909,0.08395621191212933,0.29374458874458875,0.04505486316116254,0.33376984126984127
0.04842378806324074,0.04673316212636992,0.03783263537663087,0.18401991851516522,1.6833333333333333,0.11979359224531823,0.3268253968253968,4.640974383288946e-13,0.02769444148272935,0.05948939436250534,0.04558422112375434,0.09161852698573385,0.443066378066378,0.03780593198759282,0.44936868686868686
0.03146173046210594,0.04263927126823928,0.03177152775575618,0.19305293005671076,1.7205882352941178,0.03420393045045477,0.23138888888888887,1.7909609957122645e-12,0.02600303566346057,0.03883405659423778,0.05650973973131456,0.023199480186093756,0.31761904761904763,0.028686742092823472,0.3972366522366523
0.035949770302158617,0.03456490417149935,0.023877825788511817,0.2211407876867361,2.126315789473684,0.07609075910700548,0.37229437229437223,3.046826798935548e-13,0.018628499972336354,0.0407381201612475,0.03751272977535144,0.043454439497591875,0.2490079365079365,0.024554028704835838,0.39297924297924297
0.028774386994046715,0.030044594902509686,0.021656137490964292,0.23087369850611134,1.9150326797385622,0.05854661392258682,0.16265873015873017,3.312834795689454e-13,0.022782093444022666,0.03732677287437532,0.03407045901593605,0.036684123502150855,0.40555555555555556,0.023000466520150312,0.3605988455988456
0.03452812189759819,0.031253779773479144,0.024729782473865827,0.17270258035310093,1.7333333333333334,0.0857388825404875,0.313611111111111,2.7105373845580657e-13,0.02804696775344814,0.04886679607126276,0.031447776532571955,0.06503997805844972,0.35091269841269834,0.024036887390737387,0.29942640692640693
0.08411990585163462,0.04910150608447163,0.03803778653703337,0.19171570846536895,1.7573529411764706,0.09629141047012242,0.47119047619047627,8.137266961612526e-13,0.02698081651542763,0.09652577784097625,0.04888815003231852,0.06822670978668169,0.3268253968253968,0.03553709827653852,0.39977633477633473
0.05985342270673338,0.030103700708755714,0.023943663176354865,0.27840651878678135,1.9526315789473685,0.12573244086421254,0.35451770451770453,3.0344682148689105e-13,0.03066337058964604,0.07065079775706315,0.03562012025278195,0.08487083320623193,0.4177886002886003,0.02331291609358539,0.2007539682539683
0.05717236492962016,0.033324196203865356,0.02461097859291153,0.23653236758714352,1.912280701754386,0.08309231299008564,0.2772294372294372,3.9133514838791657e-13,0.02638605045324589,0.06391701887445413,0.031675633698679824,0.05826275842568359,0.43380952380952376,0.022246719403157353,0.36183982683982685
0.03995373139911057,0.026978631109527338,0.020477067335566656,0.2541874151199638,1.9064327485380117,0.08463454623016314,0.3067460317460317,1.6834730627357757e-13,0.03630462926524554,0.052650938240428706,0.025635093723697617,0.067053258105023,0.3922005772005772,0.02058357581730951,0.40852564102564093
0.042923281349885226,0.040102175950275744,0.026256024623732107,0.2363060208239022,2.0210526315789474,0.0721316980155868,0.6316830065359477,1.0536530557046235e-09,0.03040649234822931,0.05789319495150754,0.03437620613168284,0.06609048517203922,0.39545454545454545,0.020212195526406407,0.4915384615384616
0.033971127573658756,0.036044605181780334,0.028144202961391578,0.22951561792666367,1.8366013071895424,0.05070301645197267,0.2633333333333333,1.6409641587935665e-12,0.020172104015129685,0.04654213901342987,0.028976223802238577,0.03300364124188841,0.3687878787878788,0.01957779702184146,0.3922222222222222
0.030239172171308344,0.049413653269921656,0.03436395165483948,0.22023540063377092,1.8562091503267975,0.07503833311347116,0.2992185592185592,7.158937926597531e-13,0.036277741554785796,0.04548919905636296,0.06720158848995801,0.062326346552356846,0.3085497835497836,0.04109045436019168,0.4272222222222222
0.03025520374909445,0.031227396312140332,0.020993145880956132,0.2238569488456315,1.8562091503267975,0.06281850748416565,0.3171428571428571,8.434870590206981e-13,0.019999376330342135,0.0480346891120252,0.04543657898040893,0.043755775925094754,0.30567460317460315,0.023018178595914637,0.29073232323232323
0.03604933886394026,0.04351883419365117,0.027612681138072637,0.24807605251244905,2.1210526315789475,0.0712480233819143,0.2715800865800866,5.032160613407523e-10,0.03586281556385745,0.0595661462500364,0.040228415183657516,0.05721483947869631,0.33186507936507936,0.019632077888752986,0.37011904761904757
0.03125555271772628,0.05251593715253922,0.04417049857372463,0.17587143503847896,1.8894736842105264,0.052988783602507465,0.26662337662337665,6.95371164037096e-13,0.039586668211972785,0.0372662964987091,0.04761284742405149,0.073329005336966,0.5169047619047619,0.03077216825548494,0.5047763347763348
0.026118741699899178,0.10150317201160187,0.0692844651127516,0.21389769126301494,2.036842105263158,0.06698486720038925,0.16884920634920636,6.220974944432175e-12,0.03477864882274768,0.03516795471638636,0.10115695638627835,0.03648529596021259,0.2784126984126984,0.06918515626184547,0.42200937950937945
0.04702313723804634,0.21300242076823844,0.13113589521422173,0.11272068809416026,2.0233918128654973,0.2220108309248431,0.5256060606060606,9.454117751015914e-12,0.041216967664857426,0.06631551535980018,0.24997093658595562,0.13687120238784062,0.16857142857142854,0.1205600620072425,0.3788347763347763
0.03224076980034067,0.1897049678001847,0.10011732003900035,0.22000905387052966,1.908496732026144,0.13907373492159486,0.33594155844155843,6.788223276883779e-12,0.04208963935609376,0.04297334756441247,0.20298702144182437,0.07563738086753129,0.2852922077922078,0.09206283346953205,0.42867965367965366
0.043296964145938935,0.06401330137622302,0.04181128551548782,0.24694431869624264,1.894736842105263,0.15750926419267466,0.22281746031746028,1.7929396624637747e-12,0.04044191157442277,0.05620756588584186,0.06480792570926357,0.0829700404179476,0.31745310245310243,0.038208714843402575,0.3784920634920635
0.025061444602916597,0.05577206745257401,0.03856234773146797,0.2256677229515618,1.9181286549707601,0.17893880236217638,0.32213924963924956,1.2038046479183029e-12,0.024885747052155956,0.033300725202544464,0.05545066892353765,0.09885477012618413,0.17111111111111113,0.04888299486612328,0.21448051948051944
0.02426902477008857,0.03716059133217635,0.026594955452843832,0.2417383431416931,1.8088235294117647,0.20272880371561366,0.21892857142857144,8.157504327873944e-13,0.023179178037410788,0.033427845516267804,0.04116076950620097,0.10198463036879468,0.28694444444444445,0.025636251726514004,0.30996392496392494
0.030144467090377783,0.053196253548489884,0.04189434819283899,0.10027161611588953,1.8431372549019607,0.14150649564244586,0.4768650793650794,1.3723421492633553e-12,0.01728996010415153,0.03685838077502274,0.04794300780759554,0.07103743144239165,0.357979797979798,0.04746178675228383,0.3147619047619048
0.04211188579501905,0.06027764310029655,0.0788545314395825,0.21933001358080578,1.7953216374269005,0.16126907875463212,0.23079365079365083,6.567318162126281e-13,0.07963623785253372,0.05079244610664058,0.03709072900342715,0.10904640006604244,0.6363888888888888,0.02847687530781424,0.3610119047619047
0.03010351062076932,0.05477343630878244,0.04283273536976892,0.14124038026256225,2.0526315789473686,0.16034754214072663,0.31547619047619047,8.394698199500678e-10,0.019682823763013262,0.03575301653763326,0.05014136444591182,0.08809996869584227,0.2943650793650794,0.04173664842851556,0.5021600621600621
0.022897246651209225,0.07938458006609571,0.04967538690442933,0.21253961068356725,1.8235294117647058,0.18736146541282406,0.3601984126984127,3.4824155380721257e-12,0.014065898962932737,0.03225104034785052,0.08993382841890378,0.1003743320979091,0.3241958041958042,0.05065880718576132,0.24932539682539684
0.024521375482054367,0.037804930280846805,0.027147953515955434,0.21072883657763694,1.7573529411764706,0.19027649524840712,0.21615079365079365,1.622541804363641e-12,0.01784589423382764,0.030565925245717402,0.03252544792533725,0.09296928975910836,0.2349567099567099,0.030010431613054413,0.2678571428571429
0.06403473504688013,0.05245922984277855,0.04052130733592973,0.1720235400633771,1.95906432748538,0.07956875033193479,0.30047619047619045,8.0142688688338e-13,0.02683365908981624,0.06259818844986885,0.06385115811892285,0.06523516089792217,0.4109523809523809,0.046216279910635295,0.4665012765012765
0.041242665831015046,0.03597265028721995,0.028384922706434345,0.12947034857401538,1.9064327485380117,0.05687280601817032,0.3689285714285714,1.9476185527476197e-09,0.015441887261766433,0.06670835481986435,0.03094904834757053,0.04505513639830397,0.34722582972582977,0.022509089828993425,0.3463961038961039
0.034642153748801134,0.039932054020993694,0.02878595172745042,0.17089180624717062,2.1736842105263157,0.06386356666706643,0.2704761904761904,1.6316675227880125e-12,0.013344420583573094,0.04135984471448469,0.049658911772775254,0.05754956190356906,0.2697222222222222,0.027250207155417375,0.33042207792207784
0.0330797533614868,0.05020772692774871,0.038804835246455296,0.21389769126301497,2.221052631578947,0.049538889050692224,0.3271428571428571,1.5969917917763409e-12,0.018203724562239367,0.04948852062449996,0.06058791799002078,0.041176031938966434,0.41345238095238096,0.05922479004827654,0.3841361416361416
0.05356942861010819,0.06019506629272964,0.04217891133875674,0.21525577184246264,2.142105263157895,0.0491789432567128,0.33373376623376627,1.0238886657754621e-11,0.03166475132546785,0.0747059700290732,0.07692039414639593,0.03469857624654784,0.297012987012987,0.048685952212458965,0.43610028860028854
0.027594579031902867,0.05165573352018764,0.03548643454408412,0.20167496604798554,2.1052631578947367,0.05036362919929621,0.3185714285714286,1.1209818797251908e-10,0.014645766361605651,0.03609223246913221,0.05117950959557677,0.042311077598821134,0.2384126984126984,0.033232339371826604,0.2769444444444445
0.07165722350852236,0.03968175378063009,0.027544285291887183,0.24038026256224534,1.9064327485380117,0.05185463740729383,0.29150793650793644,4.186046157168957e-13,0.015326423963616963,0.07018137773064542,0.036283928629555394,0.04094766846288913,0.29430735930735935,0.02153439407611943,0.5107359307359307
0.05371294972275106,0.04733638399243446,0.033076233018359096,0.20937075599818922,1.7573529411764706,0.125347310857137,0.2318253968253968,1.1393973580753362e-12,0.02320818096336561,0.06275049297668833,0.03987151645919264,0.09428828278383537,0.35297619047619044,0.027631073206264598,0.26579004329004324
0.09516431202713026,0.06340082816657215,0.046110227126583636,0.18085106382978722,2.065359477124183,0.1683465279193557,0.38785714285714284,2.387352047818459e-13,0.02439800657941197,0.09164946316509022,0.05722934986305318,0.10262731155770086,0.23456349206349209,0.04041031322234571,0.2433730158730159
0.0355173292662923,0.0640811445625228,0.049607827497624345,0.1527840651878678,2.0,0.038304674155686405,0.31337301587301586,9.741306067669424e-12,0.04371328528788774,0.049944234956715704,0.06269908438620395,0.03414408596981945,0.3674958374958375,0.033419099528804196,0.3708802308802309
0.03203291385599045,0.10912473723614399,0.08055479542005962,0.16319601629696695,1.9181286549707601,0.06958569399639199,0.42811688311688306,5.518595837830437e-10,0.04545033614625422,0.039110397653585156,0.10759624640194933,0.04862679946058221,0.3291849816849816,0.06328963026021218,0.30372655122655123
0.07138026162006361,0.11419670069676321,0.077398814387766,0.18175645088275239,1.8596491228070176,0.09074488734775972,0.2765476190476191,1.724840858830014e-11,0.04551659717266141,0.08736489183637458,0.10513631903723372,0.05395762033742962,0.32779859029859026,0.05915623644847338,0.33373015873015877
0.04792605820205521,0.12344290464777224,0.08295285148345032,0.15097329108193752,1.7516339869281046,0.09489617080036115,0.40075036075036075,1.3100216056653039e-11,0.02138303217625276,0.06563794010268992,0.12261738131664242,0.060487296709998216,0.36978687978687974,0.053396952816229776,0.3408405483405484
0.03670279062477958,0.041949532207524766,0.03168155056966731,0.20076957899502038,2.0842105263157893,0.08330235275373095,0.38841991341991344,8.364250758426472e-13,0.015708168471144646,0.04436087778118516,0.04715480801871219,0.05612873871136073,0.30968253968253967,0.04160617450782085,0.28612554112554106
0.03316258704214875,0.042858562375470914,0.030552619430566554,0.19895880488909007,1.9281045751633987,0.053638090865326137,0.40268398268398264,5.993364386131732e-13,0.012107074655385203,0.04838486959888574,0.038000995131296886,0.03868188414805456,0.3658838383838384,0.03345214791611506,0.2326190476190476
0.03539236111023903,0.04293599954771209,0.033525211146902954,0.2095971027614305,2.0526315789473686,0.07171127584594114,0.4539553093964859,6.051617272010138e-13,0.021762738506253952,0.04115237476850226,0.03796960664412896,0.04892195914070426,0.2595454545454545,0.03872839305947392,0.39425824175824176
0.03032099541063361,0.04550667381647048,0.034946353928604186,0.2849705749207786,1.9421052631578948,0.11262140246942348,0.24976190476190477,9.335427914867192e-13,0.02385109509758632,0.04006996756890109,0.03392746701883774,0.06920060757658657,0.2409065934065934,0.033401221683065425,0.2401984126984127
0.04218154219539318,0.04462882410283382,0.031549447025271585,0.24513354459031236,2.0894736842105264,0.08600340243858565,0.34355339105339106,6.621841633215268e-13,0.04291236872281869,0.05743936515224456,0.04869865657274921,0.0535439518869602,0.21906926406926405,0.033532138730581224,0.3412301587301587
0.031017727822906398,0.036462971497295694,0.02607392288306116,0.25622453598913536,1.9415204678362572,0.08641765704584042,0.37331501831501834,1.1774551960382153e-09,0.017239441128960677,0.039465889096948946,0.03589447888136082,0.06260124453576843,0.26349206349206344,0.026787307008875223,0.358531746031746
0.027416867028941756,0.10290235206844625,0.09281107882867405,0.17134449977365324,1.9415204678362572,0.1537451666012791,0.3576770451770452,3.2664828702430782e-12,0.03668414259291805,0.036183032693220304,0.10024669025840861,0.14357847202361293,0.41634920634920636,0.055610467135746654,0.35914529914529914
0.02977749630581453,0.04449964793498019,0.033621588922622264,0.26052512449071974,2.031578947368421,0.057683326509039755,0.2463095238095238,7.244158043363478e-13,0.019334168353255094,0.042822242285835685,0.04648867456881518,0.04580964066279897,0.300515873015873,0.0400887337891777,0.3270238095238095
0.03678064619786224,0.047111953249877075,0.033072889078177035,0.2913082842915346,2.2842105263157895,0.04384588632154586,0.35638888888888887,4.88946515575827e-13,0.024162622576815083,0.05051627636847074,0.05390449529637707,0.03352601900099817,0.30154761904761906,0.032025469426826096,0.33117243867243873
0.030260187106405306,0.04635077325813476,0.03065110430857592,0.2555454956994115,2.046783625730994,0.073876261566321,0.4375613275613275,5.56446797518891e-13,0.030668367299428425,0.04222587326687214,0.05921612484712645,0.0612031948035015,0.3756385281385282,0.04237411601076457,0.2864682539682539
0.02937642047712099,0.03037336024217961,0.023522332869604205,0.2768220914440923,1.9941520467836258,0.10156690348964108,0.2946428571428571,3.2311463750995815e-13,0.02326516645947863,0.03648421532330876,0.0329951126962943,0.06950760155014639,0.2945238095238095,0.019918979612138312,0.39965728715728716
0.03383974103603718,0.06017639228437945,0.04923451801744071,0.24409262759924386,1.7720588235294117,0.2406812415303093,0.39188949938949935,2.1761888916567175e-12,0.06205193083010007,0.04563345148783877,0.05273498351523156,0.1407540746178329,0.43302308802308803,0.036163718504291426,0.27706349206349207
0.030978134646071426,0.047360197636110386,0.03625551919158653,0.23245812584880035,2.0,0.21594743180988835,0.4017532467532467,9.831796690276591e-13,0.02464808715297035,0.04126647467273372,0.047014141094737415,0.13328552834171772,0.2977777777777778,0.023835828745959443,0.33396825396825397
0.047964382562032455,0.03887774349450659,0.029623627807000133,0.2098234495246718,2.142105263157895,0.21610710314734136,0.5139213564213565,1.4370311702881093e-12,0.03467004494337802,0.05909244319418056,0.04060507702967258,0.12793249298154621,0.38584415584415577,0.02712907575586468,0.28019480519480516
0.03613135220441928,0.05283322397331501,0.039461343381155874,0.18832050701674968,2.0842105263157893,0.1732648162837353,0.36706349206349204,1.5917588417163127e-12,0.04298665111506566,0.049952287052059376,0.050742395848349435,0.12155789095601079,0.3146176046176047,0.031462811501334474,0.19277777777777777
0.0454895542470334,0.052371684721063426,0.04067344623298833,0.17745586238116795,1.8830409356725146,0.12288336968197648,0.35030663780663784,8.366132226652979e-13,0.03118857122462944,0.06325177874212565,0.05329997628425414,0.08347384687919603,0.3675505050505051,0.04228050099433741,0.4126556776556776
0.034145047801212275,0.050845041708140665,0.03681000481901416,0.1699864191942055,2.136842105263158,0.21692190666764893,0.18866161616161617,1.441042107293548e-12,0.0288408077801742,0.047948171917375215,0.040358619278576306,0.1234683155447783,0.26654761904761903,0.021792365514849844,0.3702525252525252
0.050106381502322266,0.04948852062449996,0.02934656261893217,0.19782707107288366,1.8771929824561404,0.05748493658546615,0.3306998556998557,1.1464520378040802e-09,0.02337040639342185,0.05752142799627891,0.057397917664510564,0.037070995708558575,0.34827838827838825,0.030498437026364657,0.22464285714285714
0.050445203201250045,0.028563352001630977,0.02161951191527271,0.23562698053417833,1.9181286549707601,0.037919372827433316,0.4607142857142857,4.939801778701378e-13,0.022775728706057142,0.05812893289178155,0.030193399582416867,0.025649055235673596,0.36188311688311686,0.02100183738954065,0.28604978354978355
0.06752963971104073,0.042685014022638385,0.029552351700051226,0.18990493435943862,1.9824561403508771,0.03522209220848417,0.323531746031746,4.39239160949253e-13,0.027605298281169612,0.06528022148401831,0.04234306918952601,0.025785440306407042,0.30924603174603177,0.03348830664352128,0.3241305916305916
0.06071316638992803,0.039678327357079594,0.02729563277345249,0.21253961068356725,2.0,0.0459774644123084,0.2971031746031746,4.959006192781474e-13,0.02927767173491832,0.07730319908034793,0.046101549893744154,0.03053910018362099,0.32756493506493506,0.02557240064824636,0.3940981240981241
0.037000049920341865,0.030111924125276898,0.022009374420619718,0.262523629489603,1.9298245614035088,0.04264835129064809,0.23536075036075035,4.3662074283309416e-13,0.037335886606151746,0.05108694721080557,0.027555604123749692,0.031794766818390226,0.4652197802197803,0.017962759084741986,0.32940476190476187
0.03543493544597054,0.025592128819819805,0.020440606830144203,0.24377546401086467,2.0,0.042865757864926954,0.2540476190476191,2.5406840772275904e-09,0.027593416249738413,0.048851034522930485,0.02629657702734751,0.030019186510215956,0.2575396825396825,0.023142299251858976,0.34341269841269845
0.05741984429714687,0.06248751496918789,0.04041385356265193,0.1971480307831598,1.9181286549707601,0.09347163520924312,0.2986904761904762,4.1495892910931516e-13,0.03234681306776132,0.06101518076954047,0.07897575878761388,0.06138045961005879,0.3403030303030303,0.040460559009640525,0.5339438339438339
0.03442283277328207,0.055190260733700085,0.040062949230818524,0.15821638750565867,1.9181286549707601,0.08889633184226801,0.21242063492063493,4.2559959754041333e-13,0.023704365947371478,0.04791425032422534,0.075603240221905,0.06283827278581505,0.2582178932178932,0.03894343932130773,0.2742857142857143
0.04143138804250813,0.049529809028283404,0.03570231707264636,0.2283838841104572,1.7712418300653594,0.06781251980901114,0.35285714285714287,4.0758178632991277e-13,0.020864772022592605,0.05411864676828297,0.053783591493952496,0.046823641838078287,0.2931782106782107,0.03654015668168354,0.3191341991341991
0.03889954412073655,0.05895607153687088,0.03961202099283703,0.17406066093254868,1.8596491228070176,0.09673273382342612,0.27365079365079364,3.305847194443526e-13,0.03128418028077466,0.050343241979170776,0.07527889252116979,0.06048802226298179,0.2538378288378288,0.043567770557134546,0.308015873015873
0.043983859932555235,0.06249419649511135,0.04057698342898123,0.1966953372566772,1.9239766081871346,0.09767602822687721,0.27,4.4486241585227985e-13,0.02554452989869277,0.05376161343432146,0.06777355647835123,0.06344381215203697,0.345967365967366,0.040878678104799004,0.3314285714285714
0.03186969448614184,0.04149553108708427,0.027540000340830952,0.2537347215934812,1.8014705882352942,0.10272794710972609,0.3607142857142857,8.575093660266543e-13,0.038458699371546994,0.045768795218083295,0.04693973875478384,0.07021551324607893,0.31040404040404035,0.024383562388555085,0.37876984126984126
0.02959327387498196,0.04187517881647904,0.03586475599222607,0.2132186509732911,1.6666666666666667,0.07733540746172257,0.4488095238095238,2.0136048444336636e-12,0.022109513696671648,0.04816386527987884,0.027410287053527833,0.05714109813089376,0.30988095238095237,0.019255485950297028,0.44901404151404156
0.04065798348208591,0.04618561964300093,0.0345268224642331,0.22091444092349477,1.875,0.07240735379022407,0.30210317460317454,1.974713545770891e-12,0.017227642239058105,0.049991519601712525,0.03518068143243105,0.05707584750267269,0.33611832611832615,0.02490319766324259,0.21575396825396825
0.12110141952505056,0.060911874099493064,0.04195937643328138,0.17270258035310093,2.0701754385964914,0.08209470977335921,0.40474025974025973,1.4816147170705552e-13,0.022586422753763925,0.13395517210068886,0.058332597060177536,0.07223159214669031,0.32392857142857145,0.044395640227555835,0.35729437229437233
0.0899887596883231,0.04191955100145795,0.03274356538591516,0.14554096876414666,2.0526315789473686,0.0950539576048614,0.3139754689754689,3.711937537047117e-13,0.029539128292656907,0.10544424437938046,0.05731886517830986,0.0725805890991048,0.2007142857142857,0.03994671823168744,0.3234559884559885
0.03584291170248868,0.045360194209686844,0.034222977444426525,0.2612041647804436,1.9181286549707601,0.14460278328385007,0.45012626262626265,2.116056291621728e-12,0.025948444721940658,0.05438830630170686,0.04805926146377304,0.10146602964490244,0.24619047619047615,0.028799239094876947,0.32076617826617826
0.032345950889597845,0.06158071197654956,0.041589943334074175,0.15776369397917608,2.057894736842105,0.14979501421109168,0.2873160173160173,2.989021976581064e-12,0.034081011662539414,0.04742924007065286,0.07396522620636421,0.07395248975383382,0.285,0.04162823244415556,0.2821464646464647
0.03268890506098181,0.04812240555491786,0.037379347389237774,0.17043911272068812,1.9842105263157894,0.14859730785901637,0.37460317460317455,5.180067805086295e-12,0.026714620882950225,0.043842117255640314,0.04333703794984352,0.06987196839595719,0.36977272727272725,0.030749511008775772,0.23202380952380947
0.05404454006144341,0.16204002405349333,0.08634722361962738,0.13739248528746037,1.7647058823529411,0.17512707748342896,0.3726190476190477,1.1668124811149904e-12,0.02300330868454378,0.05475184984041433,0.10624770399029049,0.0837887236859108,0.2836363636363636,0.05076723796091934,0.20099206349206353
0.04768609817758402,0.17384182600963857,0.0922306014974998,0.15866908103214122,1.8235294117647058,0.1600264862540453,0.30294011544011545,1.1843907838553697e-12,0.02126288317463118,0.06020226178218568,0.11690932679832779,0.087786229642662,0.25416666666666665,0.05712406863856471,0.559047619047619
0.04703443789442082,0.06971606941248829,0.052001558699453734,0.18990493435943864,2.0526315789473686,0.1521837453893188,0.2458333333333333,1.1244520815063504e-12,0.01699669613143919,0.08733867969621331,0.04181876520016554,0.08392950562956045,0.19559523809523807,0.028372688701510263,0.21404761904761904
0.059124264567438196,0.065926273644464,0.050411771684495656,0.14916251697600724,2.1169590643274856,0.11717717522216074,0.3205844155844156,1.2146235215895468e-12,0.02100570595877328,0.08719117216236451,0.03886243472357205,0.06989273404736186,0.1694047619047619,0.029276538481829917,0.42035353535353537
0.047305982724149535,0.1472759076167682,0.09334586801002456,0.12381167949298325,2.08187134502924,0.13313591422976567,0.21297619047619049,2.028676023298812e-12,0.019081711038304094,0.0696807772499182,0.0675119857519519,0.08460369971044882,0.21182539682539683,0.047780894356735056,0.2675757575757575
0.029546995942552896,0.12177834808694207,0.07352498754122326,0.08736985061113627,1.976608187134503,0.10325767219063249,0.3315367965367966,7.789051196575447e-13,0.029627964074536318,0.0420350214751096,0.1805361153608281,0.07762539976800711,0.3350505050505051,0.0747430781847687,0.2657936507936508
0.04144122190551642,0.038720470653538896,0.028804621356742516,0.20393843368039835,1.9019607843137254,0.09131470158420693,0.31396825396825395,2.8567498222303126e-13,0.021050733470439488,0.06151012765140937,0.03782777718359242,0.05369682842543299,0.37558080808080807,0.034365657924256346,0.3175
0.02879164612752013,0.04737938560799315,0.03523123693947646,0.15731100045269353,1.8888888888888888,0.05762490598750384,0.3232431457431458,2.0222663268104657e-10,0.018792497710543823,0.04038931024380717,0.049018354127237304,0.039090436631684954,0.40615079365079365,0.03508715788122125,0.3105891330891331
